feu;
1;
1;
22;22;
----------------------------------;
74;6;13;6-10;
74;3;2;1-10;
74;9;6;4-10-72;
74;3;1;1-10;
74;8;4;4-9;
74;9;4;4-9-76;
74;8;4;4-9;
74;9;4;4-9-76;
74;8;4;4-9;
74;9;4;4-9-76;
74;9;4;4-9-76;
74;9;4;4-9-76;
74;9;6;4-10-72;
74;9;4;4-9-76;
74;9;6;4-10-72;
75;0;6;0;
75;7;5;0;
75;11;8;1-10;
75;11;10;1-10;
75;4;0;1-10;
75;0;0;1-10-90;
75;9;4;4-9;
75;9;6;4-10-78;
75;9;4;4-9;
75;9;6;4-10-78;
75;9;4;4-9;
75;9;6;4-10-78;
75;9;4;4-9;
75;9;6;4-10-78;
75;9;4;4-9;
75;9;6;4-10-78;
75;9;4;4-9;
75;9;6;4-10-78;
76;1;3;0;
76;7;12;0;
76;5;0;1-10;
76;10;7;4-10;
76;9;6;4-9-71;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
76;9;6;4-9-71;
76;9;7;4-10-77;
77;10;6;1-10;
77;11;9;1-10;
77;9;6;4-9;
77;9;7;4-9-74;
77;9;7;4-9-74;
77;9;7;4-9-74;
77;10;7;4-10-74;
77;9;7;4-9-74;
77;10;7;4-10-74;
77;9;7;4-9-74;
77;10;7;4-10-74;
77;9;7;4-9-74;
77;10;7;4-10-74;
78;0;4;0;
78;5;3;0;
78;2;2;0;
78;0;3;0;
78;9;7;4-9;
78;10;7;4-9-77;
78;9;7;4-9;
78;10;7;4-9-77;
78;9;7;4-9;
78;10;7;4-9-77;
78;9;7;4-9;
78;10;7;4-9-77;
78;10;7;4-9-77;
78;10;7;4-9-77;
78;10;6;1-10-71;
79;9;12;0;
79;6;0;1-10;
79;8;13;4-10;
79;10;7;4-9;
79;10;6;1-10-78;
79;10;7;4-9;
79;10;6;1-10-78;
79;10;7;4-9;
79;10;6;1-10-78;
79;10;7;4-9;
79;10;6;1-10-78;
79;10;7;4-9;
79;10;6;1-10-78;
79;10;7;4-9;
79;10;6;1-10-78;
